"","BC Hydro Names","Project Type","Region","In 2021?","Latitude","Longitude","Installed Capacity (MW)","Dependable Generating Capacity (MW)","Effective Load-Carrying Capacity (MW)","Annual Firm Energy (GWh/yr)","UEC ($/MWh)","UCC ($/kW-yr)","R1 Length (km)","T1 Length (km)","Linear Features (km)","Line Voltage","Linear Area (ha)","ATG (ha)","ATG/Linear Ratio","Plateau or Ridgeline - WIND","Number of Turbines - WIND","Footprint of Plant (ha) - SOLAR","Footprint of Panels (ha) - SOLAR","Raw Terrestrial Score","Terrestrial % of Summed Score","Raw Freshwater Score","Freshwater % of Summed Score","Summed Raw Scores","Terrestrial Proportion of Scaled Score","Freshwater Proportion of Scaled Score","Scaled Summed Score","Notes"
"274","PC39","Onshore Wind","Peace River","y","55.729118999999997","-121.80133600000001","186","NA","45.6","549.25199999999995","76.208568497958495","NA","8.5299999999999994","26.352185546874999",34.882185546875,230,1395.287421875,"24.17","1.7322595775657559E-2","R","NA","NA","NA",20912.9078431949,0.545828527038944,17401.1538212714,0.454171472961056,38314.0616644663,0.124188875217424,0.103334731676364,0.227523606893787,NA
"275","Solar72534","Solar","Kelly Nicola",NA,"49.889407990000002","-120.5026211","93.112615384600005","NA","NA","170.19574378574288","100.34437055329255","NA","0.3","34.9",35.2,130,1408,"169.29000000000002","0.12023437500000003","NA","NA","169.29000000000002","67.716000000000008",25215.728574127,0.657252544379244,13149.6285321624,0.342747455620756,38365.3571062894,0.1497406765663,0.0780875423533023,0.227828218919602,NA
"276","Upper Vancouver - Lower Vancouver","Pumped Storage","Lower Mainland","y","49.912636246700004","-123.731816256","1000","NA","495","NA","NA","170.62377878787873","10.0225371094","34.413203435597197",44.4357405449972,500,1777.42962179989,"11.75","6.6106696185818806E-3","NA","NA","NA","NA",19433.8067623451,0.502712532326549,19224.0851991018,0.497287467673451,38657.8919614469,0.115405405173903,0.114159998019465,0.229565403193367,NA
"277","Solar73259","Solar","Revelstoke",NA,"49.953810519999998","-119.39450530000001","215.3353846","NA","NA","363.71438849999998","142.83881220000001","NA","0","80.7",80.7,230,3228,"874.8","0.27100371747211893","NA","NA","874.8","349.92",32970.2343326509,0.845665737408407,6017.07811740786,0.154334262591593,38987.3124500588,0.195789908707467,0.0357317198114758,0.231521628518943,NA
"278","PC17","Onshore Wind","Peace River","y","55.689261600000002","-122.1239058","102","NA","25.2","335.91096000000005","68.72877135682117","NA","1.4","32.299999999999997",33.7,130,1348,"13.36","9.9109792284866483E-3","R","NA","NA","NA",19844.758786682,0.506274395825401,19352.8758365903,0.493725604174599,39197.6346232723,0.117845796058489,0.114924806267469,0.232770602325958,NA
"279","Solar58731","Solar","Kelly Nicola",NA,"51.32422571","-122.0755568","35.291076920000002","NA","NA","61.747177309999998","148.3183689","NA","1.9","48.5",50.4,69,2016,"143.37","7.1116071428571431E-2","NA","NA","143.37","57.347999999999999",23606.7574832737,0.593827628949963,16146.7944439352,0.406172371050037,39753.5519272089,0.140185988546411,0.0958858641464234,0.236071852692834,NA
"280","SI10","Onshore Wind","Kelly Nicola","y","50.469392810000002","-119.96195470000001","117","NA","27.599999999999998","332.44200000000001","80.465695323400553","NA","0.3","35",35.3,130,1412,"14.631967784094462","1.0362583416497494E-2","P","23","NA","NA",24915.8053196864,0.625192833727964,14937.187190026,0.374807166272036,39852.9925097124,0.147959617141192,0.0887027519056882,0.236662369046881,NA
"281","Solar59570","Solar","Kelly Nicola",NA,"51.276840249999999","-122.0519788","22.530461540000001","NA","NA","39.048009829999998","181.35141490000001","NA","3.8","45.9",49.7,69,1988,"91.53","4.604124748490946E-2","NA","NA","91.53","36.612000000000002",23532.8055785894,0.581641441756073,16926.4944113493,0.418358558243927,40459.2999899387,0.139746833746332,0.100516021878971,0.240262855625303,NA
"282","Solar72533","Solar","Kelly Nicola",NA,"49.876849610000001","-120.5844127","21.932307689999998","NA","NA","39.329877789999998","159.4239427","NA","0.3","32.6",32.9,69,1316,"89.1","6.770516717325227E-2","NA","NA","89.1","35.64",28366.3848630786,0.696278752823193,12373.5985818589,0.303721247176807,40739.9834449375,0.168450483143912,0.0734791785912736,0.241929661735185,NA
"283","NC09","Onshore Wind","North Coast","y","53.731754780000003","-124.2257591","333","NA","80.399999999999991","1126.00602","61.8691277592863","NA","0.241421356201","34.152187499999997",34.393608856201,230,1375.74435424804,"42.623558327579516","3.0982179353283172E-2","P","67","NA","NA",15822.6407009419,0.387388992051621,25021.6812224686,0.61261100794838,40844.3219234105,0.0939609147782295,0.148588348897567,0.242549263675796,NA
"284","Knight - Fourth","Pumped Storage","Vancouver Island","y","49.069879999999898","-124.41682","500","NA","408","NA","NA","172.06","20.2","43.7",63.9,500,2556,"54.03","2.1138497652582161E-2","NA","NA","NA","NA",18293.5771810301,0.447792144664417,22559.2546495497,0.552207855335583,40852.8318305798,0.108634284187052,0.133965514584461,0.242599798771513,NA
"285","PC21","Onshore Wind","Peace River","y","54.862150470000003","-121.0169033","99","NA","24","462.52800000000002","57.646413028801121","NA","15.8065888672","35.176449218750001",50.98303808595,230,2039.321523438,"12.72","6.2373685825450054E-3","R","NA","NA","NA",18641.5561820716,0.454441121575869,22379.283035621,0.545558878424131,41020.8392176926,0.110700717084029,0.132896774050029,0.243597491134057,NA
"286","Solar71774","Solar","Kelly Nicola",NA,"49.898999539999998","-120.7697282","49.447384615399997","NA","NA","89.402938088887296","104.10619883880203","NA","0","25.5",25.5,69,1020,"624.51","0.61226470588235282","NA","NA","624.51","249.804",18081.0248304307,0.435900149039456,23398.7151289931,0.564099850960544,41479.7399594238,0.107372066730556,0.138950553179439,0.246322619909996,NA
"287","Solar36885","Solar","Central Interior",NA,"53.836151950000001","-123.09952749999999","77.361230770000006","NA","NA","120.16547749999999","149.45837270000001","NA","0","48.9",48.9,130,1956,"314.27999999999997","0.16067484662576684","NA","NA","314.27999999999997","125.712",21248.5712442845,0.506156441573336,20731.673397541,0.493843558426664,41980.2446418255,0.12618217335394,0.123112635503407,0.249294808857347,NA
"288","Blinch - Stave","Pumped Storage","Lower Mainland",NA,"49.43853","-122.22681","1000","NA","1000","NA","NA",NA,"0","43.6",43.6,500,1744,"25.1","1.4392201834862384E-2","NA","NA","NA","NA",15180.9986935258,0.361408040518509,26824.1505880058,0.638591959481491,42005.1492815316,0.0901505982124638,0.159292103956324,0.249442702168788,NA
"289","SI03","Onshore Wind","Kelly Nicola","y","51.02296982","-121.1465226","150","NA","36.479999999999997","392.26579199999998","86.678770695404879","NA","0.1","43",43.1,130,1724,"19.085175370557995","1.1070287337910668E-2","P","30","NA","NA",25483.6969509125,0.600655582333275,16942.7745586336,0.399344417666725,42426.4715095461,0.151331975660446,0.100612699643477,0.251944675303923,NA
"290","NC02","Onshore Wind","North Coast","y","53.66880613","-130.29157169999999","234","NA","56.4","723.39204000000007","84.952197534795616","NA","3.9355344238300001","78.465390624999998",82.40092504883,230,3296.0370019532,"29.900108080540853","9.0715328932358258E-3","P","47","NA","NA",12778.4923313113,0.300694859779294,29718.051642505,0.699305140220706,42496.5439738163,0.0758835931138299,0.176477199383679,0.252360792497509,NA
"291","Solar59571","Solar","Kelly Nicola",NA,"51.216091339999998","-122.1119056","39.876923079999997","NA","NA","69.346494949999993","143.15071119999999","NA","1.2","46",47.2,69,1888,"162","8.5805084745762705E-2","NA","NA","162","64.8",23335.1915154755,0.544054423684984,19556.0901276767,0.455945576315016,42891.2816431522,0.13857332557572,0.116131570741704,0.254704896317424,NA
"292","SI27","Onshore Wind","Lower Mainland",NA,"49.827369490000002","-121.24361380000001","87","NA","21.599999999999998","271.44612000000001","100.79640958290931","NA","1.02426416016","76.394023437499996",77.41828759766,130,3096.7315039064,"127.3528","4.1124908581628615E-2","R","NA","NA","NA",22295.1925780065,0.510248476229535,21399.5828434825,0.489751523770465,43694.775421489,0.132397412630471,0.12707893820318,0.259476350833651,NA
"293","Anudol_Creek_A-8hr","Small Storage Hydro","North Coast","y","55.12","-129.53","160","40","3","345","92.74","NA","6.1449999999999996","41.758800000000001",47.9038,69,1916.152,"56.9","2.9694930256054838E-2","NA","NA","NA","NA",12497.1295143813,0.281194034525832,31945.9524146318,0.718805965474168,44443.0819290131,0.0742127526919938,0.189707329457459,0.263920082149453,NA
"294","Hirsch - storage for 16 hrs of generation","Pumped Storage","North Coast",NA,"54.033148683900002","-128.334012847","1000","NA","1000","NA","NA","121.5536031","4.7698484809838195","56.137467504308347",60.9073159852922,500,2436.29263941169,"84.8","3.4806984443575467E-2","NA","NA","NA","NA",21419.7282475829,0.474092798036884,23760.7265837863,0.525907201963115,45180.4548313692,0.127198569346529,0.141100316173839,0.268298885520368,NA
"295","Solar70983","Solar","Kelly Nicola",NA,"49.981065890000004","-120.8954063","37.085538460000002","NA","NA","66.144052349999995","126.900064","NA","0.4","19.3",19.7,69,788,"150.66","0.19119289340101522","NA","NA","150.66","60.264000000000003",19971.1657838821,0.441584617519056,25254.9698004723,0.558415382480944,45226.1355843544,0.118596449335384,0.149973706033006,0.26857015536839,NA
"296","SI15","Onshore Wind","Kelly Nicola","y","50.09076254","-119.7530118","303","NA","73.2","902.53403999999989","75.242059453167954","NA","0","79.900000000000006",79.9,230,3196,"38.806523253467915","1.2142216287067556E-2","P","61","NA","NA",30958.5775140463,0.666743019178482,15473.9708944717,0.333256980821518,46432.548408518,0.18384391824554,0.0918903796134173,0.275734297858957,NA
"297","PC13","Onshore Wind","Peace River","y","54.475945340000003","-120.2898646","135","NA","32.4","639.31355999999994","58.304319594040237","NA","6.0698486328099994","95.404289062499998",101.47413769531,230,4058.9655078124,"17.18","4.2326055658598706E-3","R","NA","NA","NA",24584.2513223737,0.524593443469401,22279.1847888092,0.475406556530599,46863.4361111829,0.1459907222219,0.132302352232843,0.278293074454742,NA
"298","Upper Clore - Storage for 16 hrs of generation","Pumped Storage","North Coast","y","54.183812750400001","-127.97489492699999","1000","NA","1000","NA","NA","182.65150565656566","3.0727922061400563","55.326406871194145",58.3991990773342,500,2335.96796309337,"55.33","2.3686112512746164E-2","NA","NA","NA","NA",27891.098421514,0.592177717209235,19208.1044207625,0.407822282790765,47099.2028422765,0.165628049791909,0.114065098022681,0.27969314781459,NA
