"","BC Hydro Names","Project Type","Region","Latitude","Longitude","Installed Capacity (MW)","Dependable Generating Capacity (MW)","Effective Load-Carrying Capacity (MW)","Annual Firm Energy (GWh/yr)","UEC ($/MWh)","UCC ($/kW-yr)","R1 Length (km)","T1 Length (km)","Linear Features (km)","Line Voltage","Plateau or Ridgeline - WIND","Number of Turbines - WIND","Footprint of Plant (ha) - SOLAR","Footprint of Panels (ha) - SOLAR","ATG (ha)","Raw Terrestrial Score","Terrestrial % of Summed Score","Raw Freshwater Score","Freshwater % of Summed Score","Summed Raw Scores","Terrestrial Proportion of Scaled Score","Freshwater Proportion of Scaled Score","Scaled Summed Score","Notes"
"139","Nahatlatch_River-8hr","Small Storage Hydro","Lower Mainland",49.9,-122,83.9,"40","16","371.8","72.604934026208781","NA",0.3,53.3,53.6,130,"NA","NA","NA","NA",53.32,2700,0.514579759862779,2547,0.485420240137221,5247,0.114713026461173,0.108212621628373,0.222925648089546,NA
"140","PC37","Onshore Wind","Peace River",56.54299082,-123.0058961,72,"NA","16.8","283.66631999999998","86.422963406889508","NA",10.2124863281,85.0976875,95.3101738281,130,"R","NA","NA","NA",8.91,3320,0.630818924567737,1943,0.369181075432263,5263,0.141055683472403,0.0825515641526743,0.223607247625077,NA
"141","Hirsch - storage for 16 hrs of generation","Pumped Storage","North Coast",54.0331486839,-128.334012847,1000,"NA","1000","NA","NA","121.5536031",4.76984848098382,56.1374675043083,60.9073159852922,500,"NA","NA","NA","NA",84.8,2559,0.484475577432791,2723,0.515524422567209,5282,0.108724384676474,0.115692262397046,0.22441664707352,NA
"142","PC23","Onshore Wind","Central Interior",55.49828079,-124.4117115,54,"NA","13.2","157.93403999999998","134.85350200349799","NA",9.00121875,92.2102578125,101.2114765625,130,"R","NA","NA","NA",83.52601,3165,0.592363840539023,2178,0.407636159460977,5343,0.134475622568434,0.092539622734297,0.227015245302731,NA
"143","PC47","Onshore Wind","Peace River",55.66993652,-122.2744455,33,"NA","8.4","126.3192","93.660845770732664","NA",2.67279248047,20.55807421875,23.23086669922,69,"R","NA","NA","NA",61.8138,2671,0.489552785923754,2785,0.510447214076246,5456,0.113492553380109,0.118336488642308,0.231829042022418,NA
"144","NC09","Onshore Wind","North Coast",53.73175478,-124.2257591,333,"NA","80.399999999999991","1126.00602","61.8691277592863","NA",0.241421356201,34.1521875,34.393608856201,230,"P","67","NA","NA",42.6235583275795,2293.2109,0.414354391514109,3241.2083,0.585645608485891,5534.4192,0.0974435969789363,0.137726100687025,0.235169697665961,NA
"145","Upper Deserted - Un-named","Pumped Storage","Lower Mainland",50.1539637132,-123.684301825,1000,"NA","495","NA","NA","171.27576141414141",1.93137097168,64.0980703125,66.02944128418,500,"NA","NA","NA","NA",65.65,2262,0.406322974672175,3305,0.593677025327825,5567,0.0961188034787081,0.140438835321455,0.236557638800163,NA
"146","Nass_River-8hr","Small Storage Hydro","North Coast",56.33,-128.69,77.2,"40","5","286","109.41","NA",8.1,53.5441,61.6441,130,"NA","NA","NA","NA",347.8,2523,0.45182664756447,3061,0.54817335243553,5584,0.107210257530035,0.130071580776629,0.237281838306664,NA
"147","PC13","Onshore Wind","Peace River",54.47594534,-120.2898646,135,"NA","32.4","639.31355999999994","58.304319594040237","NA",6.06984863281,95.4042890625,101.47413769531,230,"R","NA","NA","NA",17.18,3133,0.555299539170507,2509,0.444700460829493,5642,0.133134528631646,0.106618107991318,0.239752636622963,NA
"148","BC20","Onshore Wind","North Coast",54.5315,-127.359,105,"NA","25.2","323.21771999999999","76.87076421151724","NA",1.80710681152,27.7066015625,29.51370837402,130,"P","45","NA","NA",28.627763055837,3178.5016,0.543249259264583,2672.4067,0.456750740735417,5850.9083,0.135080082252803,0.113572041885693,0.248652124138497,NA
"149","NC02","Onshore Wind","North Coast",53.66880613,-130.2915717,234,"NA","56.4","723.39204000000007","84.952197534795616","NA",3.93553442383,78.465390625,82.40092504883,230,"P","47","NA","NA",29.9001080805409,2477.8545,0.405705467452701,3629.6661,0.594294532547299,6107.5206,0.105314567193653,0.154269233475562,0.259583800669215,NA
"150","NC12","Onshore Wind","North Coast",53.75985565,-123.8971043,75,"NA","18","246.9006","84.536178019825769","NA",1.95563513184,31.794826171875,33.750461303715,230,"R","NA","NA","NA",9.54,2603,0.425535393166585,3514,0.574464606833415,6117,0.110633935301127,0.149353687532908,0.259987622834034,NA
"151","South_Creek-8hr","Small Storage Hydro","Lower Mainland",50.52,-123.24,45.1,"40","7","231","72.571789578361177","NA",0.3,61.8837661840711,62.1837661840711,230,"NA","NA","NA","NA",61.88,3078,0.501466275659824,3060,0.498533724340176,6138,0.130823636364738,0.130058585859681,0.260882222224418,NA
"152","WBBio_CB_RR","Biomass","Central Interior",51.9364094282,-122.977095028,11.4920585116,"11","NA","92","132.65","NA",0,68.1698,68.1698,230,"NA","NA","NA","NA",10,3233,0.525776549032363,2916,0.474223450967637,6149,0.137412133228033,0.123938688677063,0.261350821905096,NA
"153","PC06","Onshore Wind","Peace River",56.83568153,-123.0155677,243,"NA","58.8","935.09933999999998","72.047365486389182","NA",6.5627421875,134.880015625,141.4427578125,230,"R","NA","NA","NA",31.17,4075,0.657682375726275,2121,0.342317624273725,6196,0.17320264020391,0.090150380336808,0.263353020540718,NA
"154","Quimper - Bulson","Pumped Storage","Vancouver Island",49.3113900013,-125.72295,500,"NA","408","NA","NA","193.71809398773007",1.9727923584,82.9617315730071,84.9345239314071,500,"NA","NA","NA","NA",74.47,3314,0.525781373948913,2989,0.474218626051087,6303,0.140862727999079,0.1270484894355,0.26791121743458,NA
"155","ROR_5101","Run of River","Lower Mainland",49.7121987979,-122.750093851,27.09,"NA","4","78","85.28","NA",0.1,65.22275,65.32275,69,"NA","NA","NA","NA",5.01,2085,0.330270869634088,4228,0.669729130365912,6313,0.0886239660614348,0.179713251082852,0.268337217144287,NA
"156","Meager Creek","Geothermal","Lower Mainland",50.56909,-123.512111,99,"89","NA","656.90040009999996","98.184276859616105","NA",2.5,67.8,70.3,230,"NA","NA","NA","NA",26.5,3185,0.496957403651116,3224,0.503042596348884,6409,0.135384522348034,0.137042292009438,0.272426814357472,NA
"157","BC19","Onshore Wind","North Coast",54.7001,-127.529,105,"NA","25.2","309.32873999999998","79.891535204200608","NA",1.08994958496,24.509544921875,25.599494506835,230,"P","45","NA","NA",28.627763055837,3320.4055,0.513842590671077,3141.5063,0.486157409328923,6461.9118,0.141142722398627,0.133538133102851,0.274680855501478,NA
"158","Mt. Cayley","Geothermal","Lower Mainland",50.101612,-123.362587,40.7,"31","NA","232","114.74","NA",12.4863054484,64.8961864223,77.3824918707,69,"NA","NA","NA","NA",9.4,2647,0.405421963547251,3882,0.594578036452749,6529,0.112520329665087,0.165018481208866,0.277538810873953,NA
"159","Sleeman - storage for 16 hrs of generation","Pumped Storage","North Coast",53.6968286259,-128.672318542,1000,"NA","1000","NA","NA","121.05029810000001",3.02132034356151,86.858073580376,89.8793939239375,500,"NA","NA","NA","NA",109.5,3421,0.513509456619634,3241,0.486490543380366,6662,0.14542824385945,0.137776363153603,0.283204607013053,NA
"160","PC05","Onshore Wind","Peace River",57.03981337,-123.0997048,96,"NA","22.8","381.56370000000004","98.028597491633946","NA",17.4195859375,159.6895625,177.1091484375,230,"R","NA","NA","NA",173.4104,4684,0.676194600837303,2243,0.323805399162697,6927,0.199134981841519,0.0953586174787631,0.294493599320282,NA
"161","Lower Falls - storage for 16 hrs of generation","Pumped Storage","North Coast",53.7019662699,-128.527487237,1000,"NA","1000","NA","NA","126.90449799999999",4.16984848098295,88.5977705423447,92.7676190233277,500,"NA","NA","NA","NA",87.2,3524,0.50487106017192,3456,0.49512893982808,6980,0.14982119280556,0.146930204976168,0.296751397781727,NA
"162","PC07","Onshore Wind","Peace River",57.09794414,-122.8989455,117,"NA","28.799999999999997","382.74191999999999","101.4093717537758","NA",10.5367490234,162.043265625,172.5800146484,230,"R","NA","NA","NA",177.4803,4070,0.577550730807436,2977,0.422449269192564,7047,0.17303743082952,0.126568165007243,0.299605595836763,NA
"163","BC26","Onshore Wind","Kelly Nicola",51.8164,-120.271,165,"NA","39.6","414.82979999999998","98.213081982336419","NA",2.13137084961,121.614546875,123.74591772461,230,"P","71","NA","NA",45.1682483769872,3391.9355,0.478785462487039,3692.5225,0.521214537512961,7084.458,0.144210806379161,0.156990499170222,0.301201305549382,NA
"164","BC23","Onshore Wind","North Coast",55.3319,-126.911,105,"NA","25.2","309.32873999999998","84.230430873324536","NA",14.2266894531,45.1492421875,59.3759316406,230,"P","45","NA","NA",28.627763055837,3124,0.420208572757951,4310.4033,0.579791427242049,7434.4033,0.132831697090375,0.183277268080331,0.316108965170707,NA
"165","SI18","Onshore Wind","Kelly Nicola",51.20302839,-122.8080273,117,"NA","27.599999999999998","349.46706","91.343677990623945","NA",2.7,69.8,72.5,230,"R","NA","NA","NA",14.63,3728,0.493056474011374,3833,0.506943525988626,7561,0.158518633097962,0.162983347817728,0.32150198091569,NA
"166","Jedney Area","Geothermal","Peace River",57.498855,-122.245747,12.2,"9","NA","69","216.85","NA",0,193.383,193.383,230,"NA","NA","NA","NA",2.8,4552,0.563017934446506,3533,0.436982065553494,8085,0.193579284191229,0.150245081513096,0.343824365704324,NA
"167","PC11","Onshore Wind","Peace River",54.40875168,-120.1624003,126,"NA","30","570.82349999999997","63.989458989339575","NA",32.1818496094,105.7322109375,137.9140605469,230,"R","NA","NA","NA",15.9,4705,0.580720809676623,3397,0.419279190323377,8102,0.200086521762149,0.144462043448676,0.344548565210826,NA
"168","PC04","Onshore Wind","Peace River",57.12620809,-123.0578247,102,"NA","25.2","398.45735999999999","100.10009970678456","NA",16.8266933594,168.71971875,185.5464121094,230,"R","NA","NA","NA",191.1905,4990,0.615365643112591,3119,0.384634356887409,8109,0.212206851324211,0.13263991368341,0.34484676500762,NA
"169","BC21","Onshore Wind","North Coast",54.9537,-125.591,220,"NA","52.8","648.11735999999996","83.829652025682037","NA",0.241421356201,32.540412109375,32.781833465576,130,"P","95","NA","NA",60.4363886734336,3469.6194,0.397197474728372,5265.631,0.602802525271628,8735.2504,0.147568797306791,0.223956216561204,0.371525013867995,NA
"170","VI07","Onshore Wind","Vancouver Island",50.6448017,-126.9632505,165,"NA","39.6","522.07848000000001","88.642968937247929","NA",0.2,122.2,122.4,230,"P","33","NA","NA",20.9936929076138,3041.5005,0.300588066383947,7077,0.699411933616053,10118.5005,0.129388562406667,0.301062865566512,0.430451427973179,NA
"171","PC02","Onshore Wind","Peace River",57.41498594,-123.3118629,138,"NA","33.6","392.57064000000003","118.86725171561042","NA",33.036265625,207.05425,240.090515625,230,"R","NA","NA","NA",221.8345,5618,0.53993272465161,4787,0.46006727534839,10405,0.239004621255709,0.203651677100583,0.442656298356292,NA
"172","BC25","Onshore Wind","Central Interior",51.5627,-123.431,160,"NA","38.4","471.35807999999997","92.683466422761668","NA",3.57989916992,159.107234375,162.68713354492,230,"P","69","NA","NA",43.8959033522834,5658.6335,0.531035114627492,4997.2221,0.468964885372508,10655.8556,0.240740913707148,0.212601825926976,0.453342739634123,NA
"173","Pebble Creek","Geothermal","Lower Mainland",50.6678,-123.470425,99,"89","NA","656.90040010200858","97.683961438932542","NA",0.75,66.5719921875,67.3219921875,230,"NA","NA","NA","NA",26.5,4733,0.442667414889637,5959,0.557332585110363,10692,0.201361655937873,0.253520834087003,0.454882490024876,NA
"174","PC01","Onshore Wind","Peace River",57.53746805,-123.217569,150,"NA","36","464.76180000000005","107.20800391045138","NA",28.1865078125,218.74175,246.9282578125,230,"R","NA","NA","NA",226.6088,6064,0.540463458110517,5156,0.459536541889483,11220,0.258003891779411,0.219371382917982,0.477375274697393,NA
"175","PC22","Onshore Wind","Central Interior",56.23880931,-124.4981851,207,"NA","49.199999999999996","459.3656400000001","121.35392801256627","NA",3.44558496094,181.21009375,184.65567871094,230,"R","NA","NA","NA",298.7057,7218,0.622939501165099,4369,0.377060498834901,11587,0.307115069601012,0.185894394442619,0.493009464043631,NA
"176","VI06","Onshore Wind","Vancouver Island",50.78142433,-127.6862897,117,"NA","27.599999999999998","358.53366","83.915463409001291","NA",1.7,36,37.7,130,"P","23","NA","NA",14.6319677840945,3515.0153,0.289037017545663,8646.1097,0.710962982454337,12161.125,0.149567168181685,0.367900004195485,0.51746717237717,NA
"177","WBBio_NW_ST","Biomass","North Coast",58.4333333339,-130.024166667,54,"10","NA","86","205.12","NA",0.473463877529,255.387,255.860463877529,130,"NA","NA","NA","NA",10,3784,0.303180834869001,8697,0.696819165130999,12481,0.161017473226337,0.370076364865078,0.531093838091415,NA
"178","VI04","Onshore Wind","Vancouver Island",50.776846,-127.8682787,60,"NA","14.399999999999999","188.21735999999999","101.1195555834226","NA",2.17989916992,48.82569140625,51.00559057617,130,"P","12","NA","NA",7.6340701482232,3653.40598,0.291170147587438,8893.91733,0.708829852412562,12547.32331,0.155461334934407,0.378457874237687,0.533919209172094,NA
"179","VI05","Onshore Wind","Vancouver Island",50.73907471,-127.770989,255,"NA","61.199999999999996","786.74436000000003","93.499766923626581","NA",0.7,173.4,174.1,230,"P","51","NA","NA",32.4447981299486,3893.9138,0.301279560452018,9030.6729,0.698720439547982,12924.5867,0.165700931834903,0.384289686799489,0.549990618634393,NA
"180","BC13","Onshore Wind","North Coast",58.5032,-130.442,160,"NA","38.4","526.72127999999998","97.630343521356849","NA",43.0943671875,265.3645,308.4588671875,230,"P","70","NA","NA",44.5320758646353,4865.22754,0.371016090292305,8248.0246,0.628983909707695,13113.25214,0.207037278124267,0.350990482777296,0.558027760901563,NA
"181","BC08","Onshore Wind","North Coast",58.3736,-131.538,160,"NA","38.4","526.72127999999998","102.84130249951509","NA",72.2767578125,192.946921875,265.2236796875,230,"P","70","NA","NA",44.5320758646353,5380.60024,0.39539253710442,8227.64912,0.60460746289558,13608.24936,0.228977602080374,0.350137026023754,0.579114628104128,NA
"182","NC05","Onshore Wind","North Coast",52.63680392,-129.0720259,261,"NA","62.4","720.63264000000004","135.21545013418904","NA",4.92548388672,214.113828125,219.03931201172,230,"P","52","NA","NA",33.0809706423005,6677.0692,0.482918307067536,7149.4292,0.517081692932464,13826.4984,0.284154941807121,0.304257089065384,0.588412030872506,NA
"183","VI09","Onshore Wind","Vancouver Island",50.58798955,-128.2024973,54,"NA","13.2","168.34091999999998","94.726775014035169","NA",0.682842712402,55.31908984375,56.001932556152,69,"P","7","NA","NA",4.45320758646353,4651.40386,0.335870347400563,9197.40386,0.664129652599437,13848.80772,0.197949356470201,0.39141305078668,0.589362407256881,NA
"184","Clarke Lake","Geothermal","Peace River",58.721628,-122.531644,18.4,"14","NA","104","187.25","NA",0,338.251,338.251,230,"NA","NA","NA","NA",4.2,6706,0.477805486284289,7329,0.522194513715711,14035,0.285390442331517,0.311903750648328,0.597294192979845,NA
"185","BC24","Onshore Wind","Central Interior",51.8293,-124.224,130,"NA","31.2","342.32327999999995","117.50848183458334","NA",5.24558447266,48.727921875,53.97350634766,130,"P","57","NA","NA",36.2618332040602,7725.648,0.52162350837811,7085.1262,0.47837649162189,14810.7742,0.328801284481256,0.301540866898388,0.630342151379644,NA
"186","VI02","Onshore Wind","Vancouver Island",50.80660519,-128.1349669,147,"NA","42","514.16819999999996","77.965470085587228","NA",3.5,69,72.5,130,"P","35","NA","NA",22.2660379323177,4725.0119,0.311113471982706,10462.4111,0.688886528017294,15187.423,0.201099821827847,0.445287557497937,0.646387379325784,NA
"187","BC09","Onshore Wind","North Coast",58.5164,-131.28,145,"NA","34.799999999999997","477.34116000000006","110.96678109296646","NA",72.2767578125,192.946921875,265.2236796875,230,"P","63","NA","NA",40.0788682781718,6761.96248,0.440749964433784,8579.98426,0.559250035566217,15341.94674,0.287796542253136,0.365173543910929,0.652970086164064,NA
"188","NC06","Onshore Wind","North Coast",52.34780231,-128.6815663,198,"NA","48","595.50479999999993","134.62651943639156","NA",2.76568554688,220.113828125,222.87951367188,230,"P","40","NA","NA",25.4469004940773,8352,0.510919434758671,7995,0.489080565241329,16347,0.355490245403837,0.34029508046021,0.695785325864048,NA
"189","WBBio_NE_ST_1","Biomass","Peace River",58.8055555565,-122.697222223,38.520155471,"37","NA","307","187.48","NA",0.6,351.052,351.652,230,"NA","NA","NA","NA",10,8572,0.51750784834581,7992,0.48249215165419,16564,0.3648583096902,0.340171209874484,0.705029519564684,NA
"190","WBBio_NE_ST_2","Biomass","Peace River",58.8055555565,-122.697222223,38.520155471,"37","NA","307","187.48","NA",0,351.052,351.052,230,"NA","NA","NA","NA",10,8572,0.51750784834581,7992,0.48249215165419,16564,0.3648583096902,0.340171209874484,0.705029519564684,NA
"191","WBBio_NE_ST_3","Biomass","Peace River",58.8055555565,-122.697222223,38.520155471,"37","NA","307","187.48","NA",0,351.052,351.052,230,"NA","NA","NA","NA",10,8572,0.51750784834581,7992,0.48249215165419,16564,0.3648583096902,0.340171209874484,0.705029519564684,NA
"192","BC11","Onshore Wind","North Coast",58.9375,-130.549,150,"NA","36","424.94760000000002","129.55618024565354","NA",125.708414063,260.413109375,386.121523438,230,"P","66","NA","NA",41.9873858152276,8003,0.459467217820645,9415,0.540532782179355,17418,0.340653541616342,0.400756353157299,0.741409894773641,NA
"193","NC01","Onshore Wind","North Coast",53.46452367,-130.3291488,345,"NA","82.8","1150.2493200000001","75.229339188373373","NA",3.87695581055,99.0661015625,102.94305737305,230,"P","69","NA","NA",43.8959033522834,7153.6099,0.397634448502722,10836.808,0.602365551497278,17990.4179,0.304506425052055,0.461288455644682,0.765794880696737,NA
"194","BC15","Onshore Wind","Peace River",59.872,-125.954,230,"NA","55.199999999999996","677.57723999999996","133.41293737782709","NA",18.2953300781,244.595375,262.8907050781,130,"P","101","NA","NA",64.2534237475452,10592.3608,0.477275408250776,11601.0324,0.522724591749224,22193.3932,0.450949615731413,0.493891890735791,0.944841506467204,NA
"195","BC10","Onshore Wind","North Coast",59.0166,-131.26,165,"NA","39.6","507.91356000000002","125.28558797417327","NA",54.375484375,203.421953125,257.7974375,230,"P","71","NA","NA",45.1682483769872,11360.31332,0.487027411634128,11965.50582,0.512972588365872,23325.81914,0.483658554699416,0.509424263938228,0.993082818637644,NA
"196","BC17","Onshore Wind","Peace River",59.7913,-125.352,290,"NA","69.599999999999994","892.69655999999998","112.49687077743719","NA",30.6735195313,572.7378125,603.4113320313,230,"P","126","NA","NA",80.1577365563436,11286.4455,0.480515671311031,12201.7489,0.519484328688969,23488.1944,0.480515671311031,0.519484328688969,1,NA
